Project URL,Project Name,Project Description,Tech Stack,Description Crux,Similarity with PS (%)
https://devfolio.co/projects/demeter-the-farming-assistant-1987,Demeter - The Farming Assistant,"The problem Demeter - The Farming Assistant solves Agriculture is critical to the Indian economy and supports more than 70% of rural families. Over the last few decades, Indian agriculture has grown at a rapid pace. Food grain output has risen from 51 million tonnes (MT) in 1950-51 to 250MT in 2011-12. The problems that the farmers face are poor health of the crops which results in unpredictable yield, and inconsistency in crop profits. Thus, there is a need to develop an impactful solution by predicting the crop disease just by analyzing the photograph and giving suggestions to the farmers about its nurturing and various ways to maximize yield. Challenges we ran into Increasing accuracy of model: By tweaking with hyperparameters and trying different models to increase the accuracy. Increasing accuracy of model: By tweaking with hyperparameters and trying different models to increase the accuracy. Increasing accuracy of model: By tweaking with hyperparameters and trying different models to increase the accuracy.    ","NEXT.JS, FLASK, TENSORFLOW, PYTORCH, SCIKIT-LEARN, PANDAS, ANACONDA, JUPYTER NOTEBOOK, TAILWIND CSS, REACT.JS","['predicting crop', 'crops results', 'solves agriculture', 'indian agriculture', 'crop profits', 'agriculture critical', 'agriculture', 'crops', 'crop disease', 'problems farmers', 'health crops', 'crop', 'inconsistency crop', 'farming assistant', 'farmers nurturing']",0.0
https://devfolio.co/projects/hygenie-making-hands-cleaner-one-step-at-a-time-fa67,"HyGenie: Making Hands Cleaner, One Step at a Time!","The problem HyGenie: Making Hands Cleaner, One Step at a Time! solves The spreading of germs and pathogens happens very quickly and without our knowledge. Youtuber Mark Rober showcased an experiment in which he showed how germs spread through contact through the use of Glo Germ Powder, which is visible under UV light.
The COVID-19 Pandemic especially emphasized the importance of keeping our hands clean, as the virus spread quickly through contact with contaminated surfaces. Maintaining proper hygiene habits is very important, especially in public areas like airports, stores, to ensure that you don't fall ill or spread germs to others who may come in contact with you.
The best way to keep our hands clean is by washing them properly. For this purpose, the World Health Organization (WHO) specified step-by-step guidelines to ensure that your hands are washed thoroughly. Additionally, we have noticed throughout restrooms in Georgia Tech's campus and other public restrooms that notices are put up reminding people to wash their hands for a specified amount of time.
Which brings us to the question: How many people actually know about these these guidelines, and how many people actually pay attention to and follow the recommendations on the notices put up on campus and other public restrooms? Mark Rober    Inspired by this problem statement, we aimed to create an application that could be used in public restrooms, that tracked the hand movements of people washing their hands and showed them through a display, how long they have to perform the current washing action, which action they have to perform next, and if the user stops performing one of the actions before reaching 100% of the action time, it will stop the countdown and ask them to finish performing the action for the specified time. This ensures that all the steps specified by WHO to wash your hands are followed. Challenges we ran into Data Collection and Feature Extraction Challenges: After a deep dive into hand gesture datasets and recognition models we found that there are no other datasets that can be used for our specific use case. Therefore, we had to collect our own data points, as well as identify which of the 426 features were important for our classification and detection tasks. Some features like finger positions, which we thought were important in the beginning, ended up causing our model to identify incorrect relationships. At the end of the day, we found that for the three gestures we were tracking, the palm coordinates and palm normals for each hand were the relevant features for gesture recognition. ","JAVASCRIPT, TENSORFLOW, SCIKIT-LEARN, WEBSOCKETS, PYTHON, LEAP MOTION","['wash hands', 'washing hands', 'proper hygiene', 'hands washed', 'hands clean', 'spreading germs', 'hygiene', 'hygiene habits', 'spread germs', 'people wash', 'hands cleaner', 'germs spread', 'contact contaminated', 'people washing', 'washing properly']",0.0
https://devfolio.co/projects/signlink-e934,SIgn-Link,"The problem SIgn-Link solves As per the data collected from WHO about 5% of the total world population which constitute to be 360 million suffer from hearing loss and probably they can suffer muteness too and number of people who know sign language are decreasing day by day, we are not so far from the day when no one will know sign language except the one who needs it the most. So to counter this problem we are aiming to create such an app which will make everyone familiar to sign language. The aim is to create an fully integrated ecosystem for people who want to learn and communicate with sign language, we focus to educate them from a young age and help them throughout thier lives it will change their perception for the world and will enhance the productivity. Challenges we ran into   ","JAVASCRIPT, FLASK, TENSORFLOW, KERAS, SCIKIT-LEARN, OPENCV, PYTHON, HTML/CSS, MEDIAPIPE","['sign language', 'communicate sign', 'learn communicate', 'sign link', 'hearing', 'communicate', 'sign', 'hearing loss', 'suffer muteness', 'suffer hearing', 'language needs', 'language aim', 'know sign', 'app', 'create app']",0.0
https://devfolio.co/projects/smartkrishi-d278,SmartKrishi,"The problem SmartKrishi solves The Problem It Solves Indian farmers face several significant challenges that hinder their agricultural productivity and sustainability: Lack of Access to Accurate and Timely Information: Farmers often struggle to get reliable data and advice on best farming practices, crop selection, and market trends.
Difficulty Making Informed Decisions: Without proper guidance, farmers find it hard to make optimal decisions about which crops to plant, the right fertilizers to use, and how to manage pests effectively.
Impact of Climate Change and Unpredictable Weather: Changing weather patterns and climate conditions pose a threat to crop yields and farming schedules, making it harder for farmers to plan and adapt.
Language Barriers: Many modern agricultural apps and resources are available only in English, making it challenging for farmers who are not proficient in the language to benefit from these tools.
Our project addresses these issues by providing farmers with a user-friendly application that delivers accurate, timely, and localized information, helping them make better decisions and improve their farming practices. Lack of Access to Accurate and Timely Information: Farmers often struggle to get reliable data and advice on best farming practices, crop selection, and market trends. Lack of Access to Accurate and Timely Information: Difficulty Making Informed Decisions: Without proper guidance, farmers find it hard to make optimal decisions about which crops to plant, the right fertilizers to use, and how to manage pests effectively. Difficulty Making Informed Decisions: Impact of Climate Change and Unpredictable Weather: Changing weather patterns and climate conditions pose a threat to crop yields and farming schedules, making it harder for farmers to plan and adapt. Impact of Climate Change and Unpredictable Weather: Language Barriers: Many modern agricultural apps and resources are available only in English, making it challenging for farmers who are not proficient in the language to benefit from these tools.
Our project addresses these issues by providing farmers with a user-friendly application that delivers accurate, timely, and localized information, helping them make better decisions and improve their farming practices. Language Barriers:       ","FIREBASE, DJANGO, FLASK, SCIKIT-LEARN, MACHINE LEARNING, PANDAS, NGROK, FLUTTER, GEMINI AI","['agricultural apps', 'information farmers', 'indian farmers', 'challenging farmers', 'farmers plan', 'providing farmers', 'agricultural', 'improve farming', 'farming schedules', 'farmers user', 'modern agricultural', 'hinder agricultural', 'farming practices', 'farmers', 'guidance farmers']",0.0
https://devfolio.co/projects/qlearn-a-gamified-d-learning-platform-8387,Q-Learn: A Gamified 3D Learning Platform,"The problem Q-Learn: A Gamified 3D Learning Platform solves PROBLEMS
Passivity and boredom: Lectures, textbooks, and rote memorization can feel passive and fail to ignite a genuine interest in the subject matter.
Lack of interaction: Limited opportunities for collaboration and interaction with peers can hinder knowledge sharing and a sense of community.
Difficulties in motivation: Traditional methods often lack inherent rewards or gamified elements, making it challenging for students to maintain motivation over time.
Limited accessibility of resources: Students may not have easy access to a variety of engaging learning materials, such as interactive websites, video tutorials, and personalized assistance.     SOLUTION
Active engagement: Through gamification, exploration, and interactive elements, Q-Learn seeks to make learning exciting and enjoyable.
Collaborative learning: Real-time text chat functionality encourages communication and knowledge sharing among students.
Motivation and reward: The platform incorporates quiz-based rewards and a ""shopping"" system to incentivize learning and progress.
Comprehensive learning resources: Q-Learn provides easy access to chatbots, websites, and video content, catering to diverse learning styles and offering a range of resources to support understanding.     TRACK
Our gamified learning platform falls under ""OPEN INNOVATION"" category by fostering collaboration through multiplayer features, integrating external expertise and content via chat systems and interactive websites, and incorporating user feedback via chatbots to enhance accessibility and adaptability through 3-D visualization.  Challenges we ran into 3D Development Complexity: Creating high-quality 3D environments requires specialized skills and tools. Balancing visual appeal with performance optimization on mobile devices can be tricky. Multiplayer Integration: Implementing real-time multiplayer functionality necessitates robust networking infrastructure and careful coding to ensure a smooth and lag-free experience for all users. Chatbot Development: Developing AI-powered chatbots that provide accurate and helpful responses in different contexts requires expertise in natural language processing and dialogue management. ","NODE.JS, JAVASCRIPT, SCIKIT-LEARN, MACHINE LEARNING, BLENDER, TYPESCRIPT, UNITY3D, C#, HTML/CSS, VERCEL","['gamification exploration', 'gamified learning', 'learn gamified', 'gamification', 'engaging learning', 'rewards gamified', 'engagement gamification', 'gamified', 'learning platform', 'gamified elements', 'reward platform', 'gamified 3d', 'collaborative learning', 'learning exciting', 'track gamified']",0.0
https://devfolio.co/projects/pragati-aid-cb27,Pragati Aid,"The problem Pragati Aid solves This project aims to boost disaster preparedness by predicting natural calamities using Machine Learning, time-series models like ARIMA, and a blockchain-based relief fund collection gateway powered by smart contracts on Ethereum","INFURA, SCIKIT-LEARN, ETHEREUM, GANACHE, GEOPANDAS, MACHINE LEARNING: TENSORFLOW, FRONTEND: STREAMLIT 💻, BACKEND: PYTHON (FLASK), STREAMLIT 🚀, KERAS 🧠","['arima blockchain', 'disaster preparedness', 'boost disaster', 'calamities using', 'preparedness predicting', 'predicting', 'machine learning', 'disaster', 'relief fund', 'natural calamities', 'predicting natural', 'arima', 'time series', 'blockchain', 'like arima']",0.0
https://devfolio.co/projects/phoenix-42ea,Phoenix,"The problem Phoenix solves The government established the FAME initiative as part of the National Electricity Mobility Mission Plan. Its goal is to provide a push toward the development of a market for hybrid and electric vehicles. However, one of the issues that India's EV business faces today is a lack of proper infrastructure. To accommodate the rising demand for EVs in India, comprehensive charging infrastructure is required.
Our solution provides a blueprint for the proper placement of EV stations that should be installed in a particular region by analyzing the current and future need for EV vehicles. People can easily access the website and can look for the nearest EV stations near them.
Project Phoenix basically considers three things in mind while providing the solution:-
1)The minimal distance user has to travel to the EV charging port.    Cost of installing EV charging machines.
Better prediction of future demands for EV stations over a region.
These things make our solution more feasible and also take into account all the requirements from the perspective of the user and supplier. Cost of installing EV charging machines. Better prediction of future demands for EV stations over a region.
These things make our solution more feasible and also take into account all the requirements from the perspective of the user and supplier.  Challenges we ran into The challenges we face can be divided into three categories:- Type-1 Data Based/Data Preprocessing The Major problem in Machine Learning is to find accurate and structured data so we have to search over the web for different possible data sources as EV is emerging and new technology so enough data is not available.
For example:- We also have to look for the geo JSON file of India.  Type-2 Machine learning based Another problem was that we have to learn time series analysis and how to embed machine learning models into the web. For this problem, we used Flask and streamlit.  ","SCIKIT-LEARN, NUMPY, PANDAS, MATPLOTLIB, PYTHON, XGBOOST, SEABORN, FOLIUM, PLOTLY, STREAMLIT","['demand evs', 'charging infrastructure', 'ev charging', 'india ev', 'evs india', 'ev business', 'ev vehicles', 'nearest ev', 'demands ev', 'travel ev', 'placement ev', 'electricity mobility', 'need ev', 'electric vehicles', 'ev stations']",0.0
https://devfolio.co/projects/flowpilot-3a91,FlowPilot,"The problem FlowPilot solves In the current state of the project, people can install the Self-Driving Software on their Android Phones and connect it to their Car(having drive-by-wire capabilities) via CAN BUS. Our software can drive their cars swiftly on the roads(Board city roads and Highways for now). Later this software will be embedded into Automotive Grade Hardware to provide it to the OEMs such that any mass market can have it running on their owned car which will make their drives safer and make it chill. In a short sentence, it will give your cars ADAS Capabilities which are now only available on Costly cars(not for mass market). ADAS or Advanced Driver Assist Systems consists of features like Adaptive Cruise Control (ACC), Forward Collision Warning(FCW), Automatic Emergency Braking(AEB), and Lane Keep Assist(LKA). ADAS The aim of the project is to build an ADAS system which is: Curated for Indian Roads (It can learn through the driving Experience of any driver, Indian or Foreign, all thanks to our in-house NEURAL NETWORK)
Make this entire system very cost-effective for the OEMs and thereby our end customers.
Make this System more accessible to everyone. Curated for Indian Roads (It can learn through the driving Experience of any driver, Indian or Foreign, all thanks to our in-house NEURAL NETWORK) Make this entire system very cost-effective for the OEMs and thereby our end customers. Make this System more accessible to everyone. Currently, this system has been tested by 140+ BETA Users and has driven 10000+ KMs Autonomously. We also have a Discord community of 1000+ people who actively report bugs, feature request and helps us better our product. Challenges I ran into There were a lot of challenges that we faced like any other out-of-the-box project: Was not sure if this will actually work. Will it ever drive on the road?
Optimising the Neural network for Mobile specific GPU Was not sure if this will actually work. Will it ever drive on the road? Optimising the Neural network for Mobile specific GPU      ","PYTORCH, SCIKIT-LEARN, OPENCV, SCIPY, ANDROID SDK, PYTHON, ZMQ, GNU C, CFFI, CYTHON","['adas capabilities', 'cars adas', 'adas advanced', 'driving software', 'driver assist', 'build adas', 'market adas', 'adas', 'lane assist', 'embedded automotive', 'adas curated', 'self driving', 'bus software', 'advanced driver', 'automotive']",101.93063160079302
https://devfolio.co/projects/agrobit-b256,AgroBit,"The problem AgroBit solves Soil quality and weather effects agricultural projects the most . Not growing the perfect crop according to the soil , stops the farmers from bringing the best output. AgroBit helps in suggesting the best crop according to the soil quality and weather of the location using AI models. Funding has been a factor for Agro projects in India since decades , resulting in the rise of exploitation and suicides in farmers.
Crowdfunding helps in funding for Agro projects , where common people will be able to fund in projects to boost their growth and in return get a share in those projects, using Web3 technologies  Thus AgroBit boosts agro projects in every way possible using cutting edge technologies like AIML and Web3. User Base : Small to Medium Scale Farming Production Companies or Individuals Challenges we ran into   ","SOLIDITY, FIREBASE, METAMASK, SCIKIT-LEARN, NUMPY, FASTAPI, REACTJS, POLYGON, TAILWIND, THIRDWEB","['agro projects', 'technologies agrobit', 'funding agro', 'agricultural projects', 'agrobit helps', 'agrobit', 'agrobit solves', 'farmers crowdfunding', 'agrobit boosts', 'problem agrobit', 'farming production', 'agricultural', 'agro', 'farming', 'factor agro']",0.0
https://devfolio.co/projects/option-craft-ultima-9cd4,OPTION CRAFT ULTIMA,"The problem OPTION CRAFT ULTIMA solves The increasing number of students appearing for competitive exams each year highlights a growing demand for effective practice platforms. However, the limited availability of such platforms often hinders students' ability to clear exams successfully. To address this challenge, there is a pressing need for a comprehensive and efficient platform that enables students to practice rigorously and enhance their chances of success in competitive exams. Our solution caters to students preparing for competitive exams, offering a comprehensive tool for effective revision. By uploading PDF documents, students can generate objective questions, aiding in topic-wise assessment and comprehension. Additionally, the solution provides concise summaries of the content and highlights crucial keywords, facilitating quick understanding of complex topics. This tool empowers students to gauge their understanding, identify areas for improvement, and streamline their exam preparation process, ultimately enhancing their chances of success in competitive exams.   ","PYTORCH, SCIKIT-LEARN, SPACY, WORDNET, TRANSFORMERS, SENSE2VEC, SENTENCE TRANSFORMERS, NLTK (NATURAL LANGUAGE TOOLKIT), PKE (PYTHON KEYPHRASE EXTRACTION), FLASHTEXT","['competitive exams', 'exams solution', 'exam preparation', 'exams', 'exams successfully', 'exam', 'exams offering', 'documents students', 'clear exams', 'students preparing', 'exams year', 'students generate', 'streamline exam', 'assessment comprehension', 'preparing competitive']",0.0
